,Unnamed: 0,hotel_id,name,average_rating,no_of_reviews,address,latitude,longitude,no_of_terrible,no_of_poor,no_of_average,no_of_very_good,no_of_excellent,no_of_terrible_sentiment,no_of_poor_sentiment,no_of_average_sentiment,no_of_very_good_sentiment,no_of_excellent_sentiment,sentiment_rating,word,positiveWord,negativeWord,dataset
255,28,28,Hampton Inn and Suites Annapolis,3.91,170,124 Womack Dr,38.97555,-76.54838,0,11,17,23,119,0,10,30,33,97,3.68,"{'gym': {2: 4.5}, 'cleanliness': {16: 3.5}, 'food': {2: 2.5}, 'comfort': {11: 3.4545454545454546}, 'quiet': {3: 3.6666666666666665}, 'room': {25: 3.32}, 'spa': {1: 2.0}, 'parking': {3: 3.6666666666666665}, 'location': {3: 3.0}, 'sleep': {1: 3.0}, 'service': {1: 4.0}, 'lounge': {2: 3.5}, 'internet': {2: 4.0}, 'bathroom': {3: 3.0}, 'value': {1: 3.0}, 'pet-friendly': {1: 4.0}}","{'room': 50, 'stay': 59, 'time': 26, 'people': 23, 'clean': 29, 'staff': 17, 'bien': 15, 'night': 15, 'good': 17, 'place': 18}","{'stay': 45, 'place': 24, 'room': 26, 'night': 19, 'hot': 27, 'time': 11, 'money': 10, 'good': 10, 'uncomfortable': 9, 'noises': 9}",static
251,29,29,Hampton Inn Sarasota - I-75 Bee Ridge,3.68,166,5995 Cattleridge Blvd,27.300319,-82.450461,0,17,10,36,103,0,16,38,33,79,3.49,"{'room': {34: 3.0294117647058822}, 'comfort': {6: 3.6666666666666665}, 'sleep': {1: 3.0}, 'location': {7: 2.2857142857142856}, 'bathroom': {3: 4.0}, 'parking': {5: 3.4}, 'cleanliness': {10: 4.0}, 'service': {1: 1.0}, 'quiet': {3: 3.3333333333333335}, 'spa': {3: 2.3333333333333335}, 'lounge': {4: 2.75}, 'business': {1: 2.0}}","{'stay': 41, 'view': 24, 'room': 39, 'balcony': 20, 'ocean': 17, 'walk': 23, 'clean': 16, 'door': 14, 'wife': 14, 'time': 13}","{'night': 34, 'facility': 24, 'location': 20, 'nice': 22, 'big': 20, 'ocean': 17, 'hot': 21, 'close': 15, 'air': 18, 'conditioning': 15}",static
188,30,30,Elk Springs Resort,4.35,165,1088 Powdermill Rd,35.754868,-83.457295,0,8,15,9,133,0,4,14,49,98,3.94,"{'comfort': {5: 3.0}, 'room': {33: 3.3636363636363638}, 'cleanliness': {16: 3.375}, 'quiet': {1: 4.0}, 'service': {10: 3.5}, 'sleep': {4: 3.25}, 'bathroom': {3: 4.0}, 'air-conditioner': {1: 4.0}, 'lounge': {1: 4.0}, 'food': {1: 4.0}, 'gym': {2: 3.5}, 'parking': {2: 3.5}, 'business': {1: 4.0}, 'internet': {2: 1.0}, 'spa': {1: 1.0}, 'location': {4: 3.5}, 'pet-friendly': {2: 3.5}}","{'room': 89, 'stay': 40, 'noise': 29, 'shuttle': 27, 'great': 26, 'buffet': 25, 'staff': 23, 'good': 23, 'concert': 18, 'enjoyed': 18}","{'night': 32, 'room': 20, 'comfortable': 11, 'good': 9, 'complaint': 9, 'kids': 8, 'coffeemaker': 8, 'improvement': 8, 'people': 7, 'training': 7}",static
380,31,31,La Quinta Inn and Suites Sunrise,3.63,164,13600 N W 2nd St,26.123981,-80.331315,0,17,12,32,103,0,15,32,49,68,3.46,"{'room': {34: 3.235294117647059}, 'food': {1: 3.0}, 'service': {3: 3.3333333333333335}, 'cleanliness': {11: 3.090909090909091}, 'spa': {7: 3.4285714285714284}, 'location': {12: 2.9166666666666665}, 'lounge': {2: 2.5}, 'comfort': {6: 2.8333333333333335}, 'bathroom': {2: 4.0}, 'quiet': {1: 5.0}}","{'room': 61, 'close': 27, 'good': 17, 'breakfast': 15, 'wanted': 14, 'scenic': 14, 'view': 19, 'lodge': 12, 'pool': 11, 'clean': 11}","{'place': 28, 'balcony': 24, 'view': 36, 'breakfast': 17, 'friendly': 16, 'room': 33, 'hike': 14, 'staff': 14, 'nice': 13, 'comfortable': 13}",static
2,32,32,40 Berkeley Hostel,3.33,160,40 Berkeley St,42.346133,-71.071032,0,10,24,44,82,0,6,34,68,52,3.49,"{'service': {4: 3.25}, 'food': {3: 2.6666666666666665}, 'business': {2: 3.0}, 'lounge': {3: 3.3333333333333335}, 'comfort': {5: 3.0}, 'spa': {3: 3.3333333333333335}, 'room': {26: 3.1538461538461537}, 'cleanliness': {7: 3.142857142857143}, 'location': {8: 2.875}, 'bathroom': {4: 3.25}, 'sleep': {1: 3.0}, 'internet': {1: 2.0}, 'value': {1: 3.0}, 'cafe': {1: 5.0}}","{'great': 22, 'coming': 16, 'service': 12, 'breakfast': 12, 'communal': 10, 'facilities': 10, 'location': 10, 'place': 10, 'room': 12, 'thoughtful': 7}","{'location': 18, 'perfect': 16, 'place': 15, 'breakfast': 17, 'walk': 23, 'stayed': 12, 'access': 12, 'distance': 11, 'booked': 11, 'room': 15}",static
230,33,33,Good Nite Inn Rohnert Park,3.34,160,5040 Redwood Dr,38.3636,-122.71498,0,20,22,38,80,0,20,35,45,60,3.25,"{'lounge': {7: 3.2857142857142856}, 'cleanliness': {8: 3.125}, 'comfort': {3: 2.0}, 'room': {28: 3.107142857142857}, 'location': {11: 2.4545454545454546}, 'service': {1: 4.0}, 'quiet': {3: 2.0}, 'spa': {2: 3.0}, 'bathroom': {2: 3.5}, 'internet': {1: 3.0}, 'sleep': {2: 3.0}, 'food': {2: 2.5}, 'parking': {3: 3.6666666666666665}, 'value': {1: 4.0}, 'pet-friendly': {2: 3.0}, 'business': {1: 2.0}}","{'great': 23, 'clean': 19, 'small': 22, 'friendly': 13, 'blocks': 11, 'room': 26, 'street': 10, 'checked': 8, 'stay': 14, 'lot': 13}","{'desk': 31, 'smile': 28, 'room': 29, 'nice': 26, 'breakfast': 21, 'loud': 18, 'good': 17, 'noises': 15, 'people': 15, 'special': 14}",static
100,34,34,Cliffrose Lodge Gardens,4.7,158,281 Zion Park Blvd,37.196957,-112.992165,1,0,0,5,152,0,1,5,50,102,4.05,"{'room': {14: 3.857142857142857}, 'sleep': {1: 3.0}, 'spa': {1: 4.0}, 'cleanliness': {16: 4.0625}, 'business': {1: 3.0}, 'quiet': {4: 4.5}, 'comfort': {6: 3.6666666666666665}, 'internet': {1: 4.0}, 'service': {3: 4.0}, 'food': {1: 3.0}, 'pet-friendly': {2: 4.0}, 'lounge': {1: 4.0}, 'value': {1: 3.0}}","{'clean': 64, 'stay': 62, 'helpful': 34, 'place': 23, 'pool': 21, 'price': 21, 'lobby': 20, 'comfortable': 19, 'quiet': 18, 'relatives': 17}","{'trips': 7, 'hear': 7, 'year': 7, 'stay': 10, 'care': 5, 'guests': 5, 'comfy': 5, 'chairs': 5, 'arrived': 4, 'lovely': 2}",static
374,35,35,La Quinta Inn Auburn Worcester,3.49,156,446 Southbridge St,42.199763,-71.840633,0,7,15,46,88,0,22,33,52,49,3.19,"{'value': {1: 4.0}, 'room': {25: 2.96}, 'lounge': {8: 3.25}, 'quiet': {5: 2.8}, 'cleanliness': {16: 2.75}, 'pet-friendly': {1: 1.0}, 'service': {4: 2.5}, 'comfort': {9: 2.3333333333333335}, 'parking': {3: 1.6666666666666667}, 'internet': {1: 4.0}, 'spa': {2: 2.5}, 'location': {1: 3.0}, 'food': {1: 1.0}, 'sleep': {1: 3.0}}","{'hotel': 23, 'staff': 19, 'stay': 32, 'room': 18, 'nice': 16, 'good': 15, 'bar': 14, 'breakfast': 13, 'day': 14, 'night': 12}","{'room': 36, 'parking': 22, 'happy': 20, 'friendly': 18, 'breakfast': 18, 'clean': 18, 'staff': 15, 'restaurant': 16, 'morning': 15, 'hot': 20}",static
516,36,36,Sportsmen's Lodge,3.21,155,12825 Ventura Blvd,34.144791,-118.41155,0,21,24,30,80,0,13,23,41,78,3.69,"{'room': {29: 3.586206896551724}, 'cleanliness': {10: 3.6}, 'parking': {1: 3.0}, 'service': {1: 1.0}, 'comfort': {6: 3.6666666666666665}, 'quiet': {3: 4.0}, 'spa': {1: 3.0}, 'lounge': {3: 4.0}, 'pet-friendly': {1: 3.0}, 'food': {2: 1.5}, 'location': {3: 3.6666666666666665}, 'bathroom': {1: 4.0}}","{'stay': 25, 'owners': 14, 'room': 25, 'gracious': 13, 'hosts': 11, 'opened': 11, 'hearts': 11, 'comfortable': 11, 'restful': 11, 'bed': 10}","{'year': 34, 'stay': 34, 'bar': 18, 'coffee': 18, 'shop': 18, 'restaurant': 18, 'friendly': 15, 'felt': 15, 'leave': 15, 'wonderful': 19}",static
37,37,37,Bayside Resort Hotel,4.16,152,225 Route 28,41.655436,-70.256179,0,5,4,13,130,0,7,14,38,93,3.92,"{'room': {34: 3.7058823529411766}, 'cleanliness': {12: 3.3333333333333335}, 'value': {3: 3.3333333333333335}, 'comfort': {6: 4.333333333333333}, 'bathroom': {4: 2.5}, 'location': {3: 4.333333333333333}, 'service': {4: 3.75}, 'sleep': {4: 3.25}, 'quiet': {2: 3.0}, 'internet': {5: 3.6}, 'spa': {1: 2.0}, 'business': {1: 4.0}, 'air-conditioner': {1: 4.0}}","{'room': 68, 'stay': 31, 'guy': 17, 'inside': 16, 'breakfast': 14, 'talking': 13, 'people': 13, 'light': 12, 'book': 12, 'good': 13}","{'staff': 25, 'day': 31, 'desk': 24, 'busy': 24, 'cell': 24, 'phone': 24, 'checked': 24, 'room': 26, 'smelled': 22, 'smoke': 22}",static
295,38,38,Holiday Inn Express San Clemente,4.27,151,35 Via Pico Plz,33.437538,-117.621732,0,2,4,21,124,0,5,20,44,82,3.79,"{'room': {25: 3.68}, 'pet-friendly': {5: 3.4}, 'cleanliness': {7: 3.2857142857142856}, 'bathroom': {3: 4.0}, 'service': {5: 3.2}, 'parking': {5: 3.6}, 'comfort': {5: 3.6}, 'location': {3: 4.333333333333333}, 'air-conditioner': {2: 2.0}, 'internet': {1: 3.0}, 'quiet': {1: 3.0}, 'sleep': {1: 3.0}}","{'stay': 76, 'cruise': 37, 'room': 33, 'helpful': 24, 'night': 39, 'bad': 14, 'good': 14, 'close': 13, 'ship': 13, 'driver': 12}","{'hotel': 26, 'neighborhood': 15, 'surrounding': 15, 'question': 15, 'safety': 15, 'excellent': 15, 'nice': 12, 'check': 10, 'breakfast': 9, 'comment': 8}",static
131,39,39,Country Inn and Suites By Carlson Galena,4.31,147,11334 Oldenburg Ln,42.437138,-90.448875,0,4,3,19,121,0,1,14,41,91,4.02,"{'spa': {2: 3.5}, 'food': {4: 4.75}, 'room': {30: 3.7333333333333334}, 'comfort': {9: 3.3333333333333335}, 'cleanliness': {10: 3.2}, 'service': {2: 4.0}, 'internet': {2: 4.0}, 'location': {1: 3.0}, 'lounge': {2: 4.0}, 'bathroom': {3: 3.3333333333333335}, 'sleep': {2: 4.5}, 'pet-friendly': {7: 3.4285714285714284}, 'business': {1: 4.0}, 'value': {1: 4.0}, 'parking': {1: 4.0}, 'quiet': {1: 5.0}}","{'stay': 48, 'desk': 37, 'breakfast': 21, 'free': 18, 'housekeeping': 16, 'food': 15, 'called': 13, 'nice': 15, 'check': 14, 'good': 13}","{'nice': 33, 'place': 28, 'hotel': 24, 'recommend': 18, 'breakfast': 18, 'good': 18, 'work': 12, 'comfortable': 7, 'renovation': 6, 'clean': 6}",static
298,40,40,Holiday Inn Fond Du Lac,3.84,146,625 W Rolling Meadows Dr,43.75521,-88.47649,0,2,10,36,98,0,9,23,47,67,3.65,"{'quiet': {3: 3.3333333333333335}, 'room': {31: 3.4193548387096775}, 'cleanliness': {12: 2.8333333333333335}, 'service': {4: 2.75}, 'parking': {2: 5.0}, 'spa': {1: 4.0}, 'food': {8: 3.625}, 'comfort': {4: 2.75}, 'location': {3: 3.6666666666666665}, 'value': {2: 4.0}, 'air-conditioner': {1: 2.0}, 'business': {1: 4.0}, 'sleep': {1: 2.0}}","{'stay': 25, 'hot': 29, 'enjoyed': 14, 'room': 20, 'staff': 13, 'great': 14, 'place': 20, 'bed': 11, 'needed': 9, 'close': 9}","{'time': 33, 'ate': 13, 'wonderful': 13, 'room': 20, 'quoted': 10, 'ahead': 10, 'hard': 10, 'lunches': 10, 'friend': 13, 'chat': 10}",static
340,41,41,Hyatt Place Atlanta/alpharetta/north Point Mall,4.21,145,7500 N Point Pkwy,34.041713,-84.303592,0,5,10,16,114,0,15,7,39,84,3.83,"{'room': {27: 3.7037037037037037}, 'business': {4: 3.75}, 'comfort': {4: 3.0}, 'cleanliness': {11: 3.090909090909091}, 'bathroom': {3: 3.6666666666666665}, 'food': {5: 4.0}, 'internet': {2: 3.0}, 'location': {4: 2.75}, 'quiet': {3: 4.333333333333333}, 'lounge': {2: 4.0}, 'parking': {2: 2.5}, 'sleep': {2: 4.0}}","{'small': 23, 'visiting': 11, 'hitting': 11, 'beach': 13, 'cute': 9, 'comfortable': 9, 'walk': 9, 'place': 10, 'coffee': 7, 'nice': 7}","{'walking': 16, 'distance': 16, 'clean': 12, 'unit': 10, 'comfortable': 10, 'tad': 10, 'charming': 10, 'del': 9, 'couple': 9, 'restaurants': 9}",static
586,42,42,Travelodge Anaheim Convention Center,2.86,141,2060 S Harbor Blvd,33.796738,-117.915091,1,22,33,36,49,0,26,31,44,40,3.02,"{'food': {1: 3.0}, 'location': {5: 3.2}, 'comfort': {4: 1.5}, 'cleanliness': {17: 2.411764705882353}, 'service': {3: 2.0}, 'room': {30: 2.8}, 'air-conditioner': {1: 5.0}, 'spa': {4: 2.25}, 'lounge': {1: 2.0}, 'bathroom': {2: 2.0}, 'quiet': {1: 3.0}}","{'room': 37, 'smoking': 26, 'booked': 11, 'received': 11, 'completely': 11, 'stay': 11, 'phone': 9, 'desk': 8, 'talking': 7, 'paying': 7}","{'clean': 28, 'stay': 31, 'shower': 20, 'hard': 19, 'bed': 22, 'hanging': 15, 'hole': 15, 'size': 18, 'silver': 15, 'dollar': 16}",static
168,43,43,Dockers Inn,4.15,137,3060 Green Mountain Dr,36.632772,-93.272004,0,2,7,17,111,0,8,11,32,86,3.92,"{'room': {33: 3.515151515151515}, 'cleanliness': {19: 3.6842105263157894}, 'comfort': {6: 3.6666666666666665}, 'spa': {2: 2.5}, 'service': {4: 3.5}, 'parking': {2: 2.5}, 'location': {4: 4.0}, 'air-conditioner': {1: 1.0}, 'pet-friendly': {1: 3.0}, 'food': {4: 3.75}, 'quiet': {1: 4.0}, 'bathroom': {1: 4.0}, 'lounge': {4: 4.25}, 'value': {1: 4.0}}","{'breakfast': 17, 'stay': 18, 'smoking': 12, 'nice': 12, 'booked': 11, 'room': 17, 'friendly': 10, 'place': 13, 'good': 11, 'hear': 9}","{'friendly': 20, 'room': 11, 'bit': 9, 'drive': 9, 'hotels': 9, 'close': 9, 'place': 9, 'mall': 9, 'restaurants': 9, 'smell': 9}",static
46,44,44,Best Western Hospitality Hotel and Suites,3.61,136,5500 28th St S E,42.91294,-85.5323,0,14,13,27,82,0,19,26,36,55,3.3,"{'cleanliness': {15: 2.7333333333333334}, 'room': {29: 2.7241379310344827}, 'comfort': {6: 2.8333333333333335}, 'spa': {3: 4.0}, 'sleep': {4: 2.75}, 'internet': {2: 4.5}, 'quiet': {4: 3.5}, 'air-conditioner': {3: 3.0}, 'location': {5: 3.4}, 'service': {3: 3.0}, 'value': {1: 4.0}, 'pet-friendly': {3: 2.6666666666666665}, 'bathroom': {1: 3.0}, 'lounge': {2: 4.0}}","{'clean': 26, 'breakfast': 17, 'elevator': 14, 'pleasant': 14, 'stay': 19, 'amenities': 12, 'bed': 13, 'helpful': 10, 'barely': 10, 'floor': 11}","{'room': 47, 'hotel': 47, 'clean': 23, 'arrived': 11, 'pleased': 11, 'entire': 11, 'awesome': 11, 'lol': 12, 'fruit': 11, 'staff': 11}",static
93,45,45,Chelsea Inn,3.98,133,2095 Lombard St,37.799801,-122.436031,0,4,6,15,108,0,3,20,50,60,3.7,"{'food': {3: 2.3333333333333335}, 'service': {2: 3.5}, 'room': {27: 3.3703703703703702}, 'cleanliness': {16: 3.3125}, 'lounge': {1: 5.0}, 'comfort': {7: 3.7142857142857144}, 'pet-friendly': {1: 3.0}, 'quiet': {1: 3.0}, 'value': {2: 3.0}, 'location': {3: 3.3333333333333335}, 'air-conditioner': {2: 2.5}, 'internet': {2: 3.0}}","{'pool': 36, 'room': 37, 'cold': 25, 'comfortable': 21, 'clean': 18, 'location': 16, 'good': 11, 'breakfast': 14, 'slide': 10, 'stay': 20}","{'cable': 16, 'staff': 12, 'stay': 11, 'night': 10, 'room': 8, 'lost': 8, 'channels': 8, 'internet': 8, 'frequently': 8, 'maintenance': 8}",static
608,46,46,Wine Valley Lodge,3.99,133,200 S Coombs St,38.283329,-122.288533,0,1,7,24,101,0,9,6,35,83,3.87,"{'location': {5: 4.2}, 'cleanliness': {10: 4.3}, 'room': {21: 3.9523809523809526}, 'spa': {1: 3.0}, 'bathroom': {2: 4.0}, 'food': {2: 4.5}, 'comfort': {6: 4.0}, 'sleep': {1: 4.0}, 'pet-friendly': {3: 4.333333333333333}, 'service': {1: 3.0}, 'value': {3: 4.0}, 'lounge': {2: 3.5}, 'business': {1: 3.0}, 'quiet': {2: 4.5}}","{'breakfast': 25, 'stay': 27, 'location': 15, 'night': 14, 'door': 14, 'bad': 13, 'staff': 14, 'shower': 17, 'curtain': 10, 'extra': 10}","{'bed': 9, 'ancient': 7, 'icky': 7, 'handy': 5, 'hotel': 5, 'motel': 3, 'affordable': 2, 'stay': 1, 'breakfast': 4, 'place': 1}",static
453,47,47,Quality Inn,3.02,133,2120 Jameson Pl S W,34.57757,-87.020861,0,21,23,38,51,0,17,49,44,23,2.89,"{'comfort': {16: 2.4375}, 'business': {6: 2.1666666666666665}, 'quiet': {5: 2.0}, 'room': {26: 2.5384615384615383}, 'internet': {5: 2.0}, 'cleanliness': {14: 2.5}, 'bathroom': {1: 3.0}, 'value': {2: 2.0}, 'location': {8: 2.5}, 'service': {3: 2.3333333333333335}, 'parking': {1: 1.0}, 'pet-friendly': {1: 1.0}, 'sleep': {1: 3.0}}","{'pretty': 11, 'room': 11, 'breakfast': 12, 'restaurants': 7, 'nearby': 7, 'blanket': 6, 'worn': 6, 'pool': 6, 'area': 6, 'looked': 6}","{'room': 86, 'floor': 36, 'stay': 40, 'breakfast': 18, 'clean': 18, 'enjoyed': 16, 'business': 16, 'area': 16, 'price': 18, 'reservation': 13}",static
228,48,48,Gardena Terrace Inn,3.45,130,15902 S Western Ave,33.886224,-118.309143,0,12,21,29,68,0,15,22,37,56,3.35,"{'internet': {1: 4.0}, 'room': {26: 3.1153846153846154}, 'cleanliness': {9: 3.2222222222222223}, 'service': {3: 4.0}, 'location': {13: 3.1538461538461537}, 'quiet': {3: 3.0}, 'comfort': {7: 2.857142857142857}, 'parking': {2: 3.0}, 'spa': {1: 4.0}, 'lounge': {3: 3.6666666666666665}, 'food': {2: 3.5}, 'sleep': {1: 5.0}}","{'staff': 34, 'room': 42, 'clean': 20, 'hotel': 22, 'helpful': 18, 'comfortable': 16, 'breakfast': 13, 'location': 13, 'stay': 19, 'bed': 11}","{'pool': 24, 'distance': 23, 'guests': 18, 'location': 18, 'room': 33, 'outdoor': 11, 'safe': 10, 'deposit': 10, 'box': 10, 'interior': 10}",static
115,49,49,Comfort Inn and Suites,4.14,126,W 10170 Highway 54 E,44.29782,-90.82021,0,3,4,14,105,0,3,15,32,76,3.8,"{'room': {16: 3.6875}, 'comfort': {5: 3.0}, 'cleanliness': {8: 3.5}, 'location': {7: 3.5714285714285716}, 'service': {6: 4.0}, 'spa': {10: 3.5}, 'pet-friendly': {2: 3.5}, 'internet': {2: 4.5}, 'business': {2: 3.5}, 'lounge': {1: 3.0}, 'parking': {1: 5.0}, 'food': {2: 4.5}, 'bathroom': {1: 3.0}}","{'hotel': 35, 'staff': 17, 'family': 12, 'room': 26, 'time': 10, 'great': 11, 'clean': 10, 'comfortable': 9, 'week': 10, 'desk': 9}","{'hotel': 26, 'close': 14, 'comfortable': 12, 'stay': 12, 'coming': 11, 'years': 11, 'location': 11, 'friendly': 10, 'people': 10, 'team': 10}",static
506,50,50,Simpson House Inn,4.75,126,121 E Arrellaga St,34.428888,-119.707704,1,1,1,3,120,0,1,4,29,92,4.22,"{'food': {4: 3.75}, 'quiet': {4: 3.5}, 'room': {19: 3.5789473684210527}, 'bathroom': {3: 3.6666666666666665}, 'comfort': {8: 3.875}, 'cleanliness': {7: 3.857142857142857}, 'cafe': {1: 5.0}, 'pet-friendly': {1: 5.0}, 'location': {2: 3.0}, 'value': {2: 3.5}, 'service': {4: 4.5}, 'spa': {4: 3.5}, 'lounge': {2: 3.5}}","{'stay': 55, 'night': 52, 'bed': 28, 'place': 16, 'departure': 16, 'morning': 16, 'great': 16, 'affordable': 14, 'quiet': 14, 'granite': 14}","{'stay': 7, 'accessible': 6, 'location': 6, 'plenty': 6, 'restaurants': 6, 'walmart': 6, 'area': 5, 'spacious': 5, 'review': 4, 'exaggeration': 4}",static
379,51,51,La Quinta Inn and Suites Nashville Franklin,3.33,126,4207 Franklin Commons Ct,35.911253,-86.822972,0,13,19,35,59,0,9,26,45,46,3.4,"{'room': {21: 3.142857142857143}, 'cleanliness': {7: 3.2857142857142856}, 'quiet': {2: 1.5}, 'spa': {3: 2.3333333333333335}, 'bathroom': {3: 3.3333333333333335}, 'comfort': {5: 2.4}, 'location': {8: 3.5}, 'service': {2: 2.5}, 'internet': {1: 4.0}, 'food': {2: 3.0}, 'lounge': {2: 4.0}, 'cafe': {1: 4.0}}","{'close': 18, 'pool': 23, 'beautiful': 13, 'tub': 12, 'park': 12, 'river': 22, 'clean': 11, 'yards': 10, 'entrance': 10, 'town': 10}","{'room': 41, 'separate': 13, 'quiet': 12, 'equipped': 12, 'arrived': 10, 'modern': 9, 'tastefully': 9, 'decorated': 9, 'bath': 9, 'twin': 9}",static
584,52,52,Towneplace Suites Albany University Area,3.98,123,1379 Washington Ave,42.686743,-73.815101,0,6,9,16,92,0,5,11,34,73,3.93,"{'service': {3: 3.6666666666666665}, 'room': {22: 3.727272727272727}, 'cleanliness': {8: 3.75}, 'pet-friendly': {1: 3.0}, 'food': {2: 2.5}, 'parking': {3: 4.666666666666667}, 'business': {1: 4.0}, 'location': {4: 3.5}, 'comfort': {8: 3.625}, 'bathroom': {2: 4.0}, 'lounge': {2: 3.0}, 'internet': {2: 3.5}, 'sleep': {2: 5.0}, 'quiet': {3: 3.3333333333333335}}","{'stay': 29, 'desk': 21, 'room': 23, 'lot': 13, 'good': 12, 'needed': 11, 'parking': 9, 'door': 9, 'cheap': 9, 'paper': 8}","{'hotel': 17, 'star': 14, 'room': 15, 'customer': 7, 'service': 7, 'property': 7, 'door': 7, 'lock': 7, 'desk': 6, 'person': 12}",static
385,53,53,Lakeway Resort & Spa,4.41,122,101 Lakeway Dr,30.373974,-97.98694,0,2,5,11,104,0,3,21,20,78,3.98,"{'service': {2: 4.0}, 'cleanliness': {5: 2.8}, 'room': {26: 3.730769230769231}, 'location': {7: 3.5714285714285716}, 'food': {3: 3.6666666666666665}, 'value': {2: 5.0}, 'comfort': {5: 3.2}, 'spa': {2: 2.0}, 'bathroom': {2: 4.5}, 'sleep': {1: 5.0}}","{'room': 97, 'patio': 42, 'nice': 39, 'seating': 35, 'friendly': 33, 'good': 24, 'service': 19, 'clean': 16, 'day': 21, 'helpful': 15}","{'area': 18, 'view': 19, 'park': 26, 'distance': 18, 'walk': 36, 'pool': 19, 'lodge': 17, 'stay': 17, 'suite': 16, 'clean': 16}",static
242,54,54,Hampton Inn Abilene,4.15,122,3917 Ridgemont Dr,32.40399,-99.76546,0,9,1,11,101,0,7,7,31,77,3.95,"{'food': {2: 3.5}, 'location': {4: 4.25}, 'room': {19: 3.8421052631578947}, 'cleanliness': {9: 4.0}, 'service': {4: 4.0}, 'quiet': {3: 4.333333333333333}, 'comfort': {7: 3.857142857142857}, 'bathroom': {2: 2.0}, 'spa': {2: 4.0}, 'parking': {1: 4.0}, 'pet-friendly': {1: 3.0}, 'lounge': {1: 3.0}}","{'room': 55, 'staff': 42, 'enjoyed': 18, 'stay': 21, 'good': 17, 'nice': 16, 'desk': 16, 'families': 12, 'location': 12, 'quiet': 12}","{'bathroom': 8, 'ants': 14, 'spider': 8, 'webs': 8, 'mess': 8, 'short': 7, 'personal': 6, 'experience': 6, 'moving': 6, 'great': 6}",static
55,55,55,Best Western Plus Kelly Inn,4.09,121,100 4th Ave S,45.56067,-94.15608,0,3,5,25,88,0,7,16,32,66,3.78,"{'bathroom': {1: 4.0}, 'room': {17: 3.4705882352941178}, 'cleanliness': {17: 3.176470588235294}, 'internet': {2: 3.5}, 'parking': {4: 3.25}, 'comfort': {5: 3.8}, 'service': {2: 3.0}, 'value': {2: 4.5}, 'sleep': {4: 3.75}, 'location': {1: 4.0}, 'air-conditioner': {1: 1.0}, 'pet-friendly': {1: 3.0}}","{'told': 20, 'park': 20, 'good': 18, 'friendly': 17, 'needed': 17, 'clean': 15, 'reviews': 15, 'price': 14, 'pool': 12, 'staff': 13}","{'clean': 18, 'main': 14, 'problem': 10, 'discovered': 10, 'noisiest': 10, 'air': 10, 'conditioners': 10, 'street': 10, 'outrageously': 8, 'rate': 8}",static
611,56,56,Wingate By Wyndham Pueblo,4.43,120,4711 N Elizabeth,38.32148,-104.618378,0,2,3,10,105,0,5,11,23,81,4.04,"{'room': {23: 4.0}, 'cleanliness': {7: 4.428571428571429}, 'pet-friendly': {1: 5.0}, 'parking': {1: 4.0}, 'comfort': {2: 4.0}, 'spa': {1: 5.0}, 'food': {2: 4.5}, 'quiet': {1: 5.0}, 'bathroom': {3: 4.0}, 'sleep': {1: 5.0}, 'business': {2: 4.0}, 'lounge': {1: 1.0}, 'gym': {1: 5.0}}","{'construction': 21, 'nice': 15, 'clean': 18, 'good': 12, 'pool': 10, 'hard': 9, 'staff': 8, 'advice': 8, 'healthy': 8, 'lot': 11}","{'closed': 7, 'nice': 7, 'hotel': 8, 'desperate': 6, 'upgrade': 6, 'flat': 5, 'screen': 5, 'inside': 5, 'helpful': 4, 'left': 3}",static
56,57,57,Best Western Plus San Marcos Inn,3.73,120,250 Pacific St,35.364612,-120.851159,1,5,16,16,82,0,8,17,42,53,3.58,"{'cleanliness': {8: 3.25}, 'pet-friendly': {4: 3.25}, 'room': {28: 3.2142857142857144}, 'comfort': {4: 3.75}, 'business': {3: 2.3333333333333335}, 'location': {2: 2.0}, 'service': {3: 2.3333333333333335}, 'sleep': {4: 3.75}, 'bathroom': {2: 4.0}, 'parking': {1: 3.0}, 'lounge': {1: 3.0}, 'internet': {1: 2.0}}","{'nice': 14, 'accommodating': 10, 'lady': 10, 'quality': 10, 'sleep': 13, 'bad': 13, 'motel': 8, 'hour': 8, 'good': 8, 'dirty': 7}","{'couple': 16, 'bad': 16, 'door': 15, 'pretty': 11, 'small': 11, 'refrigerator': 11, 'store': 21, 'wine': 11, 'deadbolt': 11, 'work': 11}",static
464,58,58,Quality Inn and Suites Irvine Spectrum,3.19,120,23702 Rockfield Blvd,33.628221,-117.715975,0,18,19,27,56,0,12,29,39,40,3.33,"{'room': {32: 3.03125}, 'comfort': {14: 3.0714285714285716}, 'cleanliness': {18: 2.7222222222222223}, 'service': {1: 2.0}, 'bathroom': {6: 3.0}, 'sleep': {5: 3.6}, 'location': {4: 3.75}, 'food': {5: 2.4}, 'internet': {1: 4.0}, 'gym': {1: 2.0}, 'pet-friendly': {3: 2.6666666666666665}}","{'floor': 14, 'friendly': 13, 'fan': 12, 'chlorine': 12, 'smell': 12, 'indoor': 12, 'families': 12, 'advantage': 12, 'time': 12, 'passed': 12}","{'clean': 37, 'hotel': 20, 'room': 43, 'early': 14, 'rush': 14, 'stay': 13, 'east': 10, 'eggs': 10, 'pool': 10, 'good': 9}",static
